TEXT	TIME
倒过来看，走的还算不错	09-02
历时两个月的牛市结束了(8月31日-9月2日)	09-02
上周末A涨声一片，收盘后咱担忧，现在A稍有上涨，基金赎回压力随之来临，各路基金为	09-02
高速顶	09-02
我觉得大家现在就是去DC的DT，越亏越上头，越上头越亏，能不能不要内卷了，接受自	09-02
今天只是热热身，明天让你们看看空头的实力[大笑][大笑][大笑]	09-02
各国央行以创纪录的水平购买黄金，但比特币的表现仍然优于大盘	09-02
是时候反弹的月份了	09-02
死死的被20日，30日均线压着，没有一点反弹的迹象	09-02
私募和险资在买啥？对当前A股啥态度？	09-02
哈哈闷杀	09-02
远离股票！！赎回基金！！！	09-02
为什么啊羡慕周五卖了的	09-02
今天方量下跌7000亿，是不是说明见底了	09-02
大家不要在意2800破不破，破了不还有2700点吗？	09-02
50个点在里面，想走下不了刀，留下又怕剩下的这些继续缩水，进退两难。	09-02
明天破二千八[强壮]	09-02
今日所感	09-02
明天反转开始！	09-02
周五涨的都退回去了，还补了差价[微笑]	09-02
牛市来啦	09-02
今天给你一只鸡,明天牵走一头牛	09-02
不用怕。等一下重发这好那好。都是利好。今天来的恭喜你明天又要中奖。那就别想走。你	09-02
大霄说2811点是婴儿底再也跌不下去了，赶紧买赚大钱，你信吗？	09-02
每天爆砸200-500亿，今日加速了，直接720亿，内资苟砸盘极度疯狂！	09-02
现在还能看多，画着线找支撑，研究几浪等着大反攻的	09-02
破2800已毫无悬念！	09-02
明天失守2800点？？？？	09-02
牛必！！！	09-02
担心来个大跌	09-02
今天大盘被银行股带崩了。银行，两桶油涨，大盘几乎就不会好	09-02
上证指数还没有见底	09-02
朋友们你们还好吗？我要准备找机会干了…	09-02
节前就不要想了，还是震荡筑底的。[卖出]	09-02
牛了三个小时，今天平均股价跌2%	09-02
A股，收评	09-02
做空的力量是真的强，投入5亿拉上去，出货400亿。	09-02
不用怕。等一下重发这好那好。都是利好。今天来的恭喜你明天又要中奖。那就别想走。你	09-02
做好2600点的保卫战工作[捂脸]	09-02
爷叔说了，到2753点，等吧	09-02
疯牛前的最后一波下杀#高盛发声：中国市场已现复苏信号##钮文新：要为正能量注入股	09-02
散户别太难过	09-02
美股明天不开门	09-02
微跌一个多点，超过八百多家上涨。	09-02
谁知道为什么都跌那么多？国际形势突变了吗？	09-02
中信加仓，A股终现放量上涨，机会来了？我先冲了	09-02
太狠了！今天下午全割了！休息休息休息休息[捂脸][捂脸][捂脸]	09-02
九月开门黑，流出资金近400亿	09-02
大盘见底的标志必须是一根放量长阴。伴随的是大量的融资担保比例破110。立帖为证	09-02
2780附近等你	09-02
三浪启动	09-02
很稳定的下跌，趋势没变，很好	09-02
今天亏的，这个月都回不来	09-02
诶！这一次又套好多好多人，注销账号才是出路。	09-02
上周五追的全部被套。，蛋蛋都一样，你还是上了，因为你心有不甘！[吃瓜][吃瓜][	09-02
果然每个月就涨一天，	09-02
上周五我刚进来，这怎么办呀	09-02
近期大环境不好，一直不敢出来谈论。大家还是小心为上，静等好转再玩	09-02
每次都能让我上当，而且当当都一样[哭]	09-02
ok吗#成交额超8700亿！A股转折点来了？#	09-01
冲冲冲#成交额超8700亿！A股转折点来了？#	09-01
现在加仓吗#成交额超8700亿！A股转折点来了？#	09-01
明天怎么搞？大仙	09-01
牛#成交额超8700亿！A股转折点来了？#	09-01
牛股#成交额超8700亿！A股转折点来了？#	09-01
厉害了#成交额超8700亿！A股转折点来了？#	09-01
啥时成交价上万亿[为什么][为什么][为什么]#成交额超8700亿！A股转折点来	09-01
千里山水藏于心，你藏山水里#成交额超8700亿！A股转折点来了？#	09-01
太难了#成交额超8700亿！A股转折点来了？#	09-01
美国股市又创历史新高，前期美股涨高后迎来第一次大幅度调整，国内股市跟风也快（没涨	09-01
是这样啊#成交额超8700亿！A股转折点来了？#	09-01
加油加油#成交额超8700亿！A股转折点来了？#	09-01
周度思路：我为3000点做贡献，继续跌，继续加！	09-01
冲冲冲冲冲冲#成交额超8700亿！A股转折点来了？#	09-01
转折点在什么时候#成交额超8700亿！A股转折点来了？#	09-01
月线死叉，兄弟们怎么看。	09-01
周度策略：市场高低切进行中，超跌反弹以及板块轮动！	09-01
始吧第凯迪克哦行咖色看看的先#成交额超8700亿！A股转折点来了？#	09-01
是卡咯嗷嗷哭南这边不准备自己哦哦看见啊那快#复盘记录#	09-01
是的呢#成交额超8700亿！A股转折点来了？#	09-01
这么多的重磅消息，压的我心头喘不过气来啊，看来我需要#成交额超8700亿！A股转	09-01
A股接下来会不会有一波的反弹#成交额超8700亿！A股转折点来了？#	09-01
嘻嘻嘻嘻嘻#成交额超8700亿！A股转折点来了？##炒股日记#	09-01
对啊#成交额超8700亿！A股转折点来了？#	09-01
坚持。。#成交额超8700亿！A股转折点来了？#	09-01
咸鸡蛋鸡蛋觉得好玩#成交额超8700亿！A股转折点来了？#	09-01
点解点解对家人好#成交额超8700亿！A股转折点来了？#	09-01
vv许昌#成交额超8700亿！A股转折点来了？#	09-01
对于大A近半年的走势，君哥再简单的以波浪理论分析一下:1，自21年高点3731调	09-01
可以的#成交额超8700亿！A股转折点来了？#	09-01
周一变盘进上涨浪	09-01
哈哈哈哈哈哈#成交额超8700亿！A股转折点来了？#	09-01
现在全民资金都存入银行吃利息，在空转，贷款放不出去，庞大存款利息将使银行承压沉重	09-01
融入其中#成交额超8700亿！A股转折点来了？#	09-01
葛根POS#成交额超8700亿！A股转折点来了？#	09-01
给您#成交额超8700亿！A股转折点来了？#	09-01
好好#成交额超8700亿！A股转折点来了？#	09-01
来个明白人#成交额超8700亿！A股转折点来了？#	09-01
有没有大牛解释下？#成交额超8700亿！A股转折点来了？#	09-01
搞不明白了#成交额超8700亿！A股转折点来了？#	09-01
冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲#成交额超87	09-01
稳稳稳#成交额超8700亿！A股转折点来了？#	09-01
真的假的#成交额超8700亿！A股转折点来了？#	09-01
来来来#成交额超8700亿！A股转折点来了？#	09-01
456#成交额超8700亿！A股转折点来了？#	09-01
难呐#7.1万亿资金回流？A股将迎增量资金？#	09-01
123#成交额超8700亿！A股转折点来了？#	09-01
可能是吧，希望冲冲冲#成交额超8700亿！A股转折点来了？#	09-01
让我们共同走进九月八月再见，九月您好！今天是九月一日，星期天。人间九月，至美清秋	09-01
长期持有的话，还得是认准茅台还得是茅台#7.1万亿资金回流？A股将迎增量资金？#	09-01
66666#成交额超8700亿！A股转折点来了？#	09-01
不看好转折点，a股还是难，#成交额超8700亿！A股转折点来了？#	09-01
11#成交额超8700亿！A股转折点来了？#	09-01
赚多少了#成交额超8700亿！A股转折点来了？#	09-01
股市有风险，入市需谨慎。#成交额超8700亿！A股转折点来了？#	09-01
沪深创三大板块上涨的确是好事，希望持续，加油。#成交额超8700亿！A股转折点来	09-01
举举手#成交额超8700亿！A股转折点来了？#	09-01
还#成交额超8700亿！A股转折点来了？#	09-01
开始吧第凯迪克哦行咖色看看的先看看耳机第四#成交额超8700亿！A股转折点来了？	09-01
挺好的#成交额超8700亿！A股转折点来了？#	09-01
觉得应该可以，明天必涨#成交额超8700亿！A股转折点来了？#	09-01
A股3000点一下，千万不要犹豫，买就对了#成交额超8700亿！A股转折点来了？	09-01
投资不是一个人的游戏，有的时候咱们也要多看新闻，研报，观察一下相关机构对于投资后	09-01
应该有#成交额超8700亿！A股转折点来了？#	09-01
冲冲冲#成交额超8700亿！A股转折点来了？#	09-01
明天会不会一路长虹呀#成交额超8700亿！A股转折点来了？#	09-01
成交额超8700亿！A股转折点来了？#成交额超8700亿！A股转折点来了？#	09-01
不出一周，成交额回到5000亿！#成交额超8700亿！A股转折点来了？#	09-01
今天大盘吃啥了	08-30
今晚上可能有重磅消息[呲牙][呲牙]	08-30
你别这样拉一天跌20天	08-30
久违的一根大阳线，夯实了“底部”，指数日、周线金叉，标明了半月时间段，只看个股，	08-30
早盘看银行：第一波顶峰抱团已经松解	08-30
今天只卖不买，下午不确定太高了，当天下套屡试不爽	08-30
华为海思板块暴涨逾6%！指数集体大涨，行情要来了吗？	08-30
涨一天又可以跌半个月了	08-30
七月三十日涨百分之二时点数二千九百三十八点，跌到昨天。	08-30
月底涨一天，跌一个月，小心点	08-30
去机构化去量化，牛市才回来	08-30
投入资金:840000，今日盈亏:0，收盘市值:200900，当前资产:6970	08-30
黎明前的黑暗	08-30
300272	08-30
今天能亏钱的绝对是运气问题。	08-30
亏掉几十个w，积蓄没了，不敢跟人说，不知道该怎么办，是去是留	08-30
也就这样了，，准备跑路，等继续下跌	08-30
每个月都是最后一交易日涨	08-30
银行两天大跌，这个月翻红无望了	08-30
咋每个月底都拉一次，上次是7.31	08-30
今天如果主力能流入300亿以上，市场信心就会大愊提升。散户就会慢慢回来了。	08-30
今天尾市要走！下周一从拾跌势，两市破八不在话下，上午出来了！！！！！[卖出][卖	08-30
牛市旗手动作了！	08-30
牛市行情开始了	08-30
涨一天下月调整一个月了！	08-30
大a开启反弹模式[看多][看多][看多]	08-30
300272	08-30
银行不长，其他长点	08-30
一日游	08-30
你猜，下午会不会跳水。	08-30
指数涨和你个股有什么关系	08-30
收盘要涨50个点了，牛逼，牛回速归！	08-30
熊市多长阳	08-30
好了，先T出去，下午量化开始干活	08-30
喜欢玩这种手段，割一波就走，一日或者一两天。跌到你怀疑人生，然后一日大涨，让你们一个个怕错过追高也要进，然后套牢，再割又再涨。	08-30
芯片介位低机构阴	08-30
扶我起来，再来一片大力丸	08-30
8月以来仅有的乛天净流入，但愿就此走上阳光路。	08-30
咋滴啦？疯啦，下午不过啦	08-30
现在不是进场时候等2900运行一周可以入场了	08-30
有抄底资金进入，你抄你的底，我走我的人……哈哈哈	08-30
2886	08-30
一早就给我个惊喜，真无语了！实战哪里新朋友，过不来了[摊手][摊手][摊手]	08-30
打卡#半日放量超千亿！A股转折点来了？#	08-30
来个千股涨停，怎么样	08-30
把大众华强搞掉，太吸金	08-30
明天买入	08-30
刚好20天，流入一天，然后再流出20天	08-30
周末放量涨一下，这不是下套吗	08-30
有没有昨天清仓的？	08-30
一年一度的九月开学季反弹大幕徐徐展开，散户们赶紧上车了	08-30
牛回来了，速归	08-30
各路大V股评天天唱衰，这下到底是反转还是反弹？	08-30
齐声高呼牛来啦	08-30
牛市来了，兄弟姐妹们速归	08-30
放量大涨	08-30
哪只眼看见回流了！会持续流出，远未到回流的时候，回流最早也要到明年才有可能看到，	08-30
快到点位了。等几天该进场了。	08-30
大盘0.5个点，我就撤了，想着再接回来，唉	08-30
下午跳水	08-30
期待建立退市赔偿制度，否则大A太难了：世界股市周五又大涨了！LJ股半年报高峰期空仓空仓空仓！融券或可转债T+0找机会	08-30
任何反弹都是逃命的机会	08-30
你以为是牛市，其实是反弹，什么时候走都是对的	08-30
一根阳线定乾坤	08-30
如没有持续性，下一波会跌穿2800点！	08-30
今天放天量啊，一上午比得上过去一天	08-30
嘿嘿整的挺像[微笑]	08-30
抄底成功，割主力韭菜[鼓掌]	08-30
拉银行的结果就是个股回调下跌！而不拉银行指数难看，而且银行大部分筹码都在它们手里	08-30
今日最高点已经形成！	08-30
拉银行股，满盘皆死。弃银行股，满盘尽活。	08-30
A股市场增量资金从哪儿来？	08-30
神经病的主力	08-30
每一次涨都是离场的机会[牛]	08-30
华为业绩爆表：消费电子全面复苏，汽车业务首现盈利	08-30
A股终于给信号了！多个方向放量下杀，底部要来了？	08-30
这个假实际就不要出来忽悠了！还是考虑实际点的吧，把经济发展搞上去，把股民的血汗钱	08-30
摸到2862记得跑	08-30
只有下跌哪来的涨？#7.1万亿资金回流？A股将迎增量资金？#	08-28
不影响继续跌，跌到2500[偷笑][偷笑]#7.1万亿资金回流？A股将迎增量资金	08-28
A股收评：大盘继续下探，大小盘分化严重！	08-28
哈哈#7.1万亿资金回流？A股将迎增量资金？#	08-28
转：A股，结束了！？	08-28
明天接着跌，不要停[微笑]	08-28
今天8月28日，月底，二个交易日后就是9月份了，月线收阴，9月跌势不断！要非常重	08-28
今天又创下新低。明天还会吗？	08-28
憋大招	08-28
今天量又缩到近期新低，地量地价不可能在同一天，所以明天破一个新低，基本跌到位了，	08-28
明天能破今天的新低吗	08-28
来到这里就到了狮驼岭。骨头都带不出去	08-28
理由就是#7.1万亿资金回流？A股将迎增量资金？#	08-28
外围市场已经拉响非常危险的预警，A股风险进一步有力释放，市场蓄力待发，牛市即将横	08-28
自去年3月清仓后，今天开始建仓，小试下水。	08-28
积重难返#7.1万亿资金回流？A股将迎增量资金？#	08-28
任泽平掏出了锦囊妙计，他说重启楼市信心，三招可救地产。	08-28
据数据宝统计，国家队（证金公司、汇金公司、外管局旗下投资平台、社保基金等机构）共	08-28
第二笔进来的资金已经快用掉一半了，现在总帐户是七成仓位，三成现金，下跌就会继续慢	08-28
无脑看多中国石油，中国石化，中国移动，长江电力，工商银行中国神华！	08-28
CME联储9月降息25个基点的概率为66%，黄金ETF基金(159937)盘中飘红	08-28
真泄气	08-28
一个月比去年一年还亏得多，敢想象吗	08-28
姐在想一个问题，如果基金能做空赚钱该多好呀，基民就不会亏这么惨啦。	08-28
无题。	08-28
四大行新高，科创板新低，放贷兴国还是科技兴国？	08-28
央企科技股逆市上扬，布局良机显现？	08-28
感觉真跌不下去了，只要银行股轻轻一拉就能上去。	08-28
收益指数立马突破3000大关#7.1万亿资金回流？A股将迎增量资金？#	08-28
明天又要创新低了。	08-28
大家在大A都已经亏了多少钱了啊？	08-28
感谢四大行今日不杀之恩，让四千家反弹一下	08-28
不跌就不错了#7.1万亿资金回流？A股将迎增量资金？#	08-28
不限制做空，来还多一点资金都没用。#7.1万亿资金回流？A股将迎增量资金？#	08-28
你们觉得是价投和投机，哪个风险大？	08-28
突发！A股又跌了，原因找到了！	08-28
论提升自己素质、谨慎言行的重要性1、网购已经很久了，总是习惯性的好评，因为习惯了	08-28
开盘前瞻：成交额再回5000亿下方，短期怎么看？	08-28
什么原因这么骄傲的潜水[哭]	08-28
深圳华强“海思概念”狂飙，十连板神话引发热议！	08-28
跌跌跌！不该相信A股能涨！	08-28
8.28操作分享，坏消息，被下调证券评级了	08-28
2839没保住吧，所有技术分析失效	08-28
山西汾酒半年报：营收净利双增，市场信心全面提振！	08-28
看看能不能蒙对。今天有人给A股注入“正能量”了。花旗亚太区投资银行业务主管Met	08-28
增加更多的砸盘筹码#7.1万亿资金回流？A股将迎增量资金？#	08-28
飞刀又见飞刀，新低又见新低	08-28
上证指数将开启补跌模式。深圳城指创业板指已经将接近2月份的低点。两市近3000家	08-28
大肖专家的大底一再被跌穿	08-28
都看着2630左右，这种每天阴跌么尽头	08-28
忽悠#7.1万亿资金回流？A股将迎增量资金？#	08-28
天天跌，A股得叫跌股了。	08-28
收市盘点：银行回落小盘股走强，市场风格将变？	08-28
可以涨到8万8千8百8十8.88点#7.1万亿资金回流？A股将迎增量资金？#	08-28
明天能到2700	08-28
涨一天管一个月	08-28
看样子明天还会跌，都没有资金进来了哈！	08-28
2600#7.1万亿资金回流？A股将迎增量资金？#	08-28
破2600才是你唯一的出路#7.1万亿资金回流？A股将迎增量资金？#	08-28
水花都不会有！#7.1万亿资金回流？A股将迎增量资金？#	08-28
进一步退两步，进两步退三步。[哭][哭][哭][哭][哭]	08-28
大家就按兵不动，	08-28
这两个月真倒霉啊[捂脸]	08-28
市场很稳健也很活跃！极具投资价值的牛市将进行下去！	08-28
还有人记得去年的今天吗	08-28
三甲一部分大夫，都是这种水平？	08-28
我的组合今天竟然盈利了，今年至今跑赢沪深300十个点。	08-28
银行喘口气儿，大盘就地打滚儿	08-28
去的#7.1万亿资金回流？A股将迎增量资金？#	08-28
大跌，肯定是对的，不会涨了#7.1万亿资金回流？A股将迎增量资金？#	08-28
准备加速砸了吗[哭]	08-28
黑嘴胎儿一个#李大霄最新研判：2839或是历史大底#	08-28
明天会来个痛快吧。	08-28
严重影响生活昨天答应朋友去吃火锅…刚刚又发信息说人不舒服…就是跌的什么欲都没有了	08-27
奉劝年轻人千万别买股票基金了，牛什么阿牛市？现在10元跌到1元再升回10元利害吧	08-27
一天的振幅10个点，玩呢？	08-27
全仓银行，打不过就加入	08-27
做耐心资本不容易啊，必须忍受每天都有九成个股下跌的心态	08-27
全体做个心电图	08-27
总量4000亿主力跑了150多亿，能涨吗？	08-27
解放军什么时候能来。	08-27
亏本不至于吧	08-27
收盘吧	08-27
不想下就上去呗[看多]	08-27
尾盘会拉红收盘？？	08-27
唯一没新低，明天勇破	08-27
哈哈，指数2840，个股呢？[大笑]	08-27
经济闹得是个啥啊，股市是实际的预期，预期都这么差了，实际能怎么样。#四大行再创新	08-27
年前的反弹赶紧跑路，月线级别还没有跌完	08-27
又是大盘横盘一个月，小盘股跌10%的行情	08-27
一旦外面落息，回流资金将进入荫行还是拌导体??	08-27
盘子太大#四大行再创新高，现在上车来得及吗？#	08-27
可转债冬天到了，春天还会远吗？	08-27
散户脾气真的好啊	08-27
怎么好意思说什么价值投资，什么长期持有的，发展科技完全是子虚乌有	08-27
信他，不如信母猪！#李大霄最新研判：2839或是历史大底#	08-27
2800比2400的时候亏的还多[摊手]	08-27
每天混日子	08-27
想抄底？我就托市但至少都能保证你不赚钱等你忍不住了冲进来我再暴跌	08-27
银行拉成这样大盘也没有红，[大笑][大笑]	08-27
让它们使劲拉，大家都不要跟，看戏就行[吃瓜]#四大行再创新高，现在上车来得及吗？	08-27
交银债基债利凭借专业的资产配置和风险管理	08-27
才会接盘	08-27
人民日报：从2024全球创业者峰会看中国经济新动能！	08-27
留在股市的每天都在生死煎熬中	08-27
投资理财需要到去，各位听进去一点没	08-27
赶紧下来吧 别在这套人了。	08-27
先破2839再说！	08-27
又拉沪深300ETF	08-27
黄线压着根本涨不起来[滴汗]	08-27
看着累要跌就跌呀要涨就涨就是了每天这样不上不下看着烦得很	08-27
都想抄底！那就完了！多头不死！空头不止！明天就把你们都砸出去了！	08-27
没人卖没人买！	08-27
旺旺换了赛道，从四大行到中石油。	08-27
接着忽悠？#四大行再创新高，现在上车来得及吗？#	08-27
大盘顾了没多少时间了，马上就要开启暴跌	08-27
老胡哪里去了？？求真想[微笑]	08-27
今天在连续亏了五天的情况下，又亏了四千，抛了一半然后到下午上不去就空仓了，认赔出	08-27
指数真扛，才跌这么点，有意义？	08-27
我平均35个点了，这辈子还能回本吗	08-27
8.27：周二午后，A股分化，中小盘股有望走强	08-27
平均股价持续三年暴跌，还有眼看吗？	08-27
这就叫快乐	08-27
找人接盘。趁早远离。#四大行再创新高，现在上车来得及吗？#	08-27
不能进了，买啥跌啥，要亏完了	08-27
十年股名裤衩都穿O洞了	08-27
交银活钱加基本上是天天都有收益	08-27
漂亮50涨不停！#四大行再创新高，现在上车来得及吗？#	08-27
今天要创地量	08-27
整个股市背后一大堆心理分析师，全是揣摩人心心理，揣摩散户心理，从去年到现在行情一	08-27
等着吧，四大行下跌的时候是怎样把大盘带崩的#四大行再创新高，现在上车来得及吗？#	08-27
四大行太优秀了，是上证的顶梁柱，要不然上证又创历史新底了，继续创新高，上证需要你	08-27
四大行再创历史新高，银行板块成为资金优选	08-27
也别2600了，直接2400吧，指日可待[大笑][大笑][大笑]	08-27
盘控的真好指数不变个股逐渐走低	08-27
许多股票还在中高位，下跌空间很宽裕。大家还是警惕一点。	08-27
甩锅队砖家还拉银行，银行不倒，个股血止不住！	08-27
大盘跌28点  都往往没有这样惨	08-27
我已经抄底了看见是缘分[大笑]	08-27
上证最可怕的是至今不出现macd绿柱	08-27
真的厉害了	08-27
散户绝望行情起	08-27
兄弟们今天指数没有跌多少，自己是不是亏麻了	08-27
不玩了，拜拜	08-27
砸盘就都可以买入，拉高马上跑，这是忠告	08-27
惨不忍睹！[哭][哭][哭][怒][怒][怒]	08-27
抄底#神秘资金持续抄底，股友们跟是不跟？#	08-27
为何山西高速闪崩跌停？这才是主要原因！	08-27
今天的成交量又要破纪录了！	08-27
大盘都横了一个月了，到底要咋样？进也不进，退也不退！！！	08-27
工程建设#重大利好来了！西部大开发概念股飙升#	08-26
巴菲特卖苹果后段永平慌了，计划卖320亿换1%的腾讯	08-26
美联储降息对全球金融市场产生重大影响，可能推动股市、债市等资产价格上涨。对于A股	08-26
11111#重大利好来了！西部大开发概念股飙升#	08-26
希望工资能涨上去#重大利好来了！西部大开发概念股飙升#	08-26
和15年的那波牛市好像啊，14年在底部磨	08-26
支持西部工程建设想致富先搞建设#重大利好来了！西部大开发概念股飙升#	08-26
养老基金被套80%，社保被套91%，争当耐心资本，一路从240跌到20	08-26
西部电力，特别是新能源基地股#重大利好来了！西部大开发概念股飙升#	08-26
666	08-26
有好消息就蹦哒两天，没消息就继续跌[偷笑][偷笑]#重大利好来了！西部大开发概念	08-26
周盘点 | 牧原股份股价持续下跌	08-26
黑色星期—。	08-26
大跌开始了	08-26
首先申明，我是东财老用户。但东财贴吧里的好文章，真的是难得看到，这点真不明白！！	08-26
指数跌到了14年的位置！比跌的都多！成分股换着跌，跌透了拉出去换新一批成分股	08-26
炒股是世界上最好的职业现在很多人宣称我要退出股市，要我说，其实炒股是对我们普通人	08-26
终于扛不住了？降息转折信号？	08-26
明日低吸标（8月26日）	08-26
隐形黑马：中山公用000685～深中通道终于开通，中山将深度链接深圳，广州，珠海	08-26
炒股只做强势股，弱势股只会浪费时间，一招“伏击战法”，谁能悟透谁在股市叱咤风云，	08-26
利好：2024年汽车以旧换新补贴提高了补贴标准由报废更新新能源汽车补贴1万元、报	08-26
打我记事起，就知道西部大开发这个事了	08-26
好的谢谢！是的，智者不入爱河！因为智者是智慧之人，内心丰盈！内心强大！内核稳定！	08-26
不要方，技术性调整	08-26
周末新闻解读，实盘，机会	08-26
美联储传递出“降息”的最强音，美元指数应声大跌，人民币汇率大涨。	08-26
炒股顺势而为，做上涨趋势上涨趋势跟着主力做多，下跌趋势，规避风险，少做抄底和逃顶	08-26
在西部大开发的浪潮中，晓明股份（股票代码：300967）以其独特的优势和卓越的表	08-26
没有量怎么涨	08-26
从上周五收盘前拉升速度、力度、数量，以及目前人气榜看，本轮西部大开发行情的中军应	08-26
明天还是个个跌	08-26
8.23：下周，A股先扬后抑	08-26
周末消息最重磅的是美联储终于要降息了，9月降息板上钉钉！美联储仅靠一招降息预期，	08-26
明天没有0.5以上的阳线就太伤人了	08-26
8#重大利好来了！西部大开发概念股飙升#	08-26
明天大概率高开低走！高开就跑吧	08-26
绿水青山就是金山银山#重大利好来了！西部大开发概念股飙升#	08-26
工程建设为基础#重大利好来了！西部大开发概念股飙升#	08-26
热点来了，就是不知道起不起来周一	08-25
房屋养老金22城市之一的上海前天发布了。	08-25
开始2416点进步，现在是制毒市场，无人驾驶位任意味着2416进军。	08-25
2600越来越近了	08-25
特变电工是西部企业吗？#重大利好来了！西部大开发概念股飙升#	08-25
降息降至，下周A股怎么走？	08-25
算算账，一个人工业成本	08-25
潜伏的草种业唯一企业，草种国产替代，生态修复龙头，有西部生态大数据系统，被资金忽	08-25
最多好两天到三天也有可能好一天到底是好几天呢[大笑]	08-25
连续七个交易日涨停	08-25
西藏万亿规模水电站，催生十倍天路#重大利好来了！西部大开发概念股飙升#	08-25
丰乐种业在西部大开发地区的投资或科研项目情况：-四川省：有专家称丰乐种业在四川已	08-25
因为我有票#重大利好来了！西部大开发概念股飙升#	08-25
因为涨停了#重大利好来了！西部大开发概念股飙升#	08-25
自有资金收购资产不受立案调查影响	08-25
退市退市，你倒变卖理赔散户呀，没有人管散户呀，这无耻之徒的股，	08-25
睡不着，因为明天又该跌了	08-25
明天又要开盘了，好害怕	08-25
完全正确。#李大霄：中国股市转机或渐行渐近#	08-25
清洁能源受益#重大利好来了！西部大开发概念股飙升#	08-25
周末消息热点	08-25
明天如果上五日线，格局一下，否则快跑。幻想是亏损的根源，直面现实，灵活应对，实质	08-25
探底的行情，轻仓操作为上策	08-25
继续调整，向下一个目标逼近	08-25
美联储降息已成定局？	08-25
等着数钱，A股出现两大转折信号，周末三大利好助攻，下周稳了	08-25
建议：股市低迷（上证指数3000点以下）期间，所有原始股暂停卖出！！！	08-25
反弹一触即发？	08-25
中交设计#重大利好来了！西部大开发概念股飙升#	08-25
股市低迷（上证指数3000点以下）期间，所有原始股暂停卖出！！！	08-25
中交设计#重大利好来了！西部大开发概念股飙升#	08-25
不玩了，销户？！	08-25
每天都是满怀希望等待开盘，收盘心情跌落谷底。	08-25
龙头#重大利好来了！西部大开发概念股飙升#	08-25
要增强经济，文化挖掘，不断进行西部大开发建设，提高人民的生活质量，深化实施文化强	08-25
变相减持来了，上市公司大股东为了减持套现，找一堆私募基金来接盘，将自己所有的股票	08-25
还是别说话了	08-22
看四季度有没得行情哦	08-22
李大霄，大，#李大霄：中国股市转机或渐行渐近#	08-22
大霄同志退休了，可以炒股了，从业期间，不能炒股，现在可以实战炒股了，有机会看看大	08-22
这砸法，小票已到2千点了！跌了3个月了。是何道理！十六年还在二千八百五十点。是何	08-22
明天2800能否保住	08-22
财神到，点赞都解套	08-22
盘点 | 比亚迪再迎一波反弹	08-22
能不能不要出来哔哔，#李大霄：中国股市转机或渐行渐近#	08-22
软的不行就来硬的！小作文唱空再加盘面刻意打压，就看你要不要交出筹码？	08-22
港股都拐头好多天了，我们这笔市场天天拉银行	08-22
明天会不会放量大跌	08-22
8.22每日感悟，送给各位粉丝。	08-22
大霄最#李大霄：中国股市转机或渐行渐近#	08-22
大家一定不要卖，哪怕等都要等，不要交出筹码	08-22
点赞的都发财，解套，解套，	08-22
为中国点赞	08-22
知不知好多人都想你死	08-22
A股为何天天下跌?最重要是缺少外资?	08-22
为祖国点赞	08-22
现在就是该管的也没啥办法止住下跌，不断试错。	08-22
明天弱高开低走，下午拉到0附近。下午可适量建仓。	08-22
明天继续环保颜色，不接受反驳。	08-22
2600还是稳妥的	08-22
关于股市新的看法及建议-丹阳之心	08-22
明天高开低走永创新低	08-22
忽悠你别离开A股的点#李大霄：中国股市转机或渐行渐近#	08-22
现在暂停融券就拼命拉高银行股，等以后放开融券就可以拼了命砸盘。这股市还能玩吗？大	08-22
就整天哔哔！谁不会说？？？就算还要跌100天，那只要会红，都是对的！这个和给人算	08-22
上证结构还在延伸，但趋近末端	08-22
多年死多头#李大霄：中国股市转机或渐行渐近#	08-22
你只扑街不要出来每次看到你就是股市最困难的时候#李大霄：中国股市转机或渐行渐近#	08-22
那有什么转折点，都是拉高出货点#李大霄：中国股市转机或渐行渐近#	08-22
大霄一笑生死难料#李大霄：中国股市转机或渐行渐近#	08-22
预测明天开盘下杀到2836后直线拉升，尾盘头部大阳线2895收[旺柴][旺柴]我	08-22
电池利空	08-22
一个或字就能证明他不是坚定主义者#李大霄：中国股市转机或渐行渐近#	08-22
2800必破	08-22
无#李大霄：中国股市转机或渐行渐近#	08-22
w#李大霄：中国股市转机或渐行渐近#	08-22
就值2000[呲牙][献花]	08-22
这一两周指数没怎么跌，个股跌的起飞，明天来个黑色星期五？？？	08-22
评股的肯定不买股票。#李大霄：中国股市转机或渐行渐近#	08-22
把你与马保国一起比较一下如何？#李大霄：中国股市转机或渐行渐近#	08-22
股市投资必须有自己的数学模型。既要敢于左侧交易，又要敏于右侧交易。左侧交易讲究的	08-22
股道剑心的长线实盘日记，2024.08.22今日战况：-79,418.00，今年收益：-380,277.73。今日主题：衰A，跌	08-22
注意：黄金即将出现大幅回调	08-22
明天大涨	08-22
留下来得大部分散户都是贪心的	08-22
回顾历史知兴替	08-22
预计回到2879，2833	08-22
大霄啊，咱可不敢胡说啊，每次说好都得跌几天#李大霄：中国股市转机或渐行渐近#	08-22
这么漂亮的收盘价，怎么出来的？	08-22
这狗天天#李大霄：中国股市转机或渐行渐近#	08-22
为什么四大行能上涨	08-22
A股：这个板块快速拉升，是什么信号？明天大盘走势预判	08-22
